Experiment ID,Number of Ants,Execution Time (seconds),Time Cost (seconds)
350-24,350,0.7018859386444092,4801.127794779479
350-25,350,0.442889928817749,4279.564782478247
350-26,350,0.7055158615112305,3924.121854185418
350-27,350,0.7190649509429932,3983.8320252025196
350-28,350,0.7329726219177246,3489.7783107570012
350-29,350,0.7455642223358154,4093.1819081908197
350-30,350,0.7096319198608398,4600.021302130213
400-1,400,0.8070590496063232,5106.183466666666
400-2,400,0.8225841522216797,4674.177467746776
400-3,400,0.7825121879577637,4374.953171317131
400-4,400,0.8599448204040527,4129.049594959497
400-5,400,0.8972618579864502,4037.6355535553557
400-6,400,0.6306061744689941,3945.2127632763277
400-7,400,0.8168478012084961,3924.121854185418
400-8,400,0.8359990119934082,4302.160252025202
400-9,400,0.8511149883270264,3473.4678787878784
400-10,400,0.8352670669555664,4313.876663666366
400-11,400,0.8240361213684082,4857.239459945994
400-12,400,0.36122894287109375,5327.967494749475
400-13,400,0.8211410045623779,4122.494239423943
400-14,400,0.8399310111999512,4803.97882988299
400-15,400,0.34602999687194824,4224.710261026104
400-16,400,0.831049919128418,4037.6355535553557
400-17,400,0.3096640110015869,5305.685477347734
400-18,400,0.35501909255981445,5228.46605460546
400-19,400,0.8202769756317139,4585.5285448544855
400-20,400,0.837404727935791,4082.1353555355536
400-21,400,0.8271589279174805,3547.934125412541
400-22,400,0.835601806640625,3977.9179837983793
400-23,400,0.8290629386901855,3432.7901110111006
400-24,400,0.7021310329437256,3554.7522720420193
400-25,400,0.8006730079650879,3361.736105610561
400-26,400,0.8292911052703857,3924.121854185418
400-27,400,0.8315351009368896,3482.2590579057905
400-28,400,0.7655258178710938,4825.763312331233
400-29,400,0.8553597927093506,4876.91610561056
400-30,400,0.8677239418029785,4311.968922892288
450-1,450,0.9116837978363037,4279.564782478247
450-2,450,0.9460258483886719,4600.021302130213
450-3,450,0.913383960723877,4600.021302130213
450-4,450,0.9468479156494141,3643.019633963396
450-5,450,0.9338948726654053,3945.2127632763277
450-6,450,0.9245870113372803,3563.2828806584357
450-7,450,0.8396849632263184,5407.27061728395
450-8,450,0.06731009483337402,4867.214965496551
450-9,450,0.9027142524719238,4782.725730573057
450-10,450,0.939892053604126,3361.736105610561
450-11,450,0.9830582141876221,4305.592626262626
450-12,450,0.9092662334442139,4991.658283828382
450-13,450,0.9529762268066406,3520.6969516951694
450-14,450,0.9684910774230957,4560.924590459046
450-15,450,0.9374101161956787,4315.671893189318
450-16,450,0.924144983291626,3361.736105610561
450-17,450,0.9063518047332764,4825.763312331233
450-18,450,0.9125978946685791,4287.336723672368
450-19,450,0.2888000011444092,4195.2172839506175
450-20,450,0.9313819408416748,4142.022592259226
450-21,450,0.9878108501434326,3361.736105610561
450-22,450,0.930121898651123,5042.61427983539
450-23,450,0.402677059173584,4649.208870146273
450-24,450,0.9018559455871582,4523.454485448544
450-25,450,0.9081878662109375,5665.942386831275
450-26,450,0.9358081817626953,3511.9057725772573
450-27,450,0.9357929229736328,4340.623516351635
